ORGINAL,MD2,MD5,SHA_1,SHA_256,SHA_384,SHA_512
"told",844647b4e5f3733769f0b85fd73409bc,a336b5d4ba3f93d9e65260ef9aea5105,f0d5933e8a9aef15fe6dc75637a77ea2e220c340,1fcc08c7733965bce66a034f70cc3e226eeaa3ccd3a960cff226d786d055873a,9c08474e0fd18d3121d19b28e19ef2b5d6ca25e85f491bbfe5f2507f647273a085971a710814db053774bbf2a2e2f100,cff051112e40ac57e05a92a35317a32b6f4462ef8e47f49f9ba3a7c12f42657d85627ea5ff09caf3fb451abb31261224475a11df97f3de759d8230bd82031f36
"why",822dfd33f3ec043ccd8b94f4b7989d9b,531e70a6745d07a8befbd79e5cc7e4c1,10cff4034cedfb92a272cddd774b8b63e3bdad06,2be23c585f15e5fd3279d0663036dd9f6e634f4225ef326fc83fb874dbb81a0f,f737de9285801d0bacf7aee17e5f4a2599ee3975a29afe66a7810c9b8d48ec97ce29f1ee43ad2ea234b388f01bb6b28a,0b23b09e77a68e44525113de6ba8ce149852e975bbab8adfe5a8282c243ba90ca4396b7fddc33e88c1ba1e9face31480d0a0940db1ef4252f82fada8dd7d2c64
"first",e078758e563f059c5eaf5155b611dd23,8b04d5e3775d298e78455efc5ca404d5,e0996a37c13d44c3b06074939d43fa3759bd32c1,a7937b64b8caa58f03721bb6bacf5c78cb235febe0e70b1b84cd99541461a08e,79fa4f1ef16e913d884d3c98bb4308fa590b20229f7e44ac583d52f11e464ad23c14b0a1c63d3ea5198fd34c570093ef,7fdd80dbdded156323d36c459e5fd133a4d888c227320cfb7042be9feb35d7f07201e535697af914e69d6f46b2a88655c86c2371288052ccd4fa92058b01d3fd
"thy",9fb7685da8b9bfb13ad8371d6f6b8b72,5dd28be5b8243bff4aef0bf0755ded7c,7542c661b2a1c05fa94538f2536041cf75e0a37c,8bee59f511546136b01dd89870a8bcede6f9931fa71c3cdfcb1f43f5792998a6,ab5840055b9758eb5d58c4146cf81ce0ff59fa40cd731100ecd2d4b8da8bbee587dc815e7807370bc57a861c6a8a293b,7fca345ce1c6bf98183bac248cab1619e41e0b2a052dad8514511f794a5063b9082448f7dd8afbdaa07073f43a36c2189b2a63e2cef2af252c37be801193c078
"robe",8c4222913b07c384494be15888a4df1c,3950a4dc00d6778c76e5010a563dea1c,341b3b3bddabcf01ac77f5eebea0541cf248901c,9d0f44502d8625d3a501b4c7ef6e4db63c82de325376f0745ed6afc77383135b,7087cfc8d6f1ff5fa6215b73852f27e23023a6d5cd56899bc66e917191ef0d5733daf2ee32cfae19829f215cf731b5ce,59809772808368e0cf152988dbe79b1a57ae0cda01b49a10f029ef7d45fa691fa1524525d8ab6437ce24205a82e2d3da2062b14181783ff3b743fb1ef0c22a8b
"of",523626159fd85eea6ce780b51f5e6015,8bf8854bebe108183caeb845c7676ae4,de04fa0e29f9b35e24905d2e512bedc9bb6e09e4,28391d3bc64ec15cbb090426b04aa6b7649c3cc85f11230bb0105e02d15e3624,1b7d1994c264430c2c65a4b308d1fd9488c407ac164cda1a47edd41327706eb30af309c6354e07b889768c4a11f678f2,0bd58612e25579c03d5a44aa1730640c5f97b218d9c6e484d887e5cd043a57c332e8106660c27d4cf994fe7fb15bd7f1355c662091a8dbf9820cb7ad3d87441e
"beams",44e69e7e15f5a1ab7e29bcb06621f6ee,de3a31fb6d382041f309091b4b19c647,9cbe270de3ac2addb679e0382be23d93b9f8432b,822c3a58e3eb8054daecd701cdf2970afb468662448c4abab4c3c11471ad2377,095da5ffacc4995257205fb27a088a0da2667e8a3b3f92be24ca423b4d26c22124818a54e481e7225eb799c172d1b1cb,24550517e908f2635d88078f98359c6e26adc819c0bcfff9fbc5ddbc59fd120c0c87db577249bb2c4853f1ab481fba32642fcfbf0637d70ea644613504a213a3
"Was",ac79d3f537c0e4f303afef78c5316f57,629757e00950898e680a61df41eac192,9f39c0281a688c25a8d725fc4c337cde771ea83c,9f276c3991cc8cd213a676e35ca16d43271a98f2237684b215bb118ae5cc8cd3,c65f3e42d7ca798f1773062a39a86f08999a8c87d41bb81b8315bfcd4d2c193e5be412219a75c87682fa5b1d80ee384b,2b42e9fe00d1a5e3cb7a89bc228e82f7549b9b185614d607f6e413229998decaf6509c5a8e887b08d32d636b9cefcaee62de1c9bba188762e6ac85d691a338e4
"woven",af8f824eeb7096c1092655d668f96745,2c7f533325836d3ecf88979b8236d615,87b6ebf9c654730d459996b36967c86716334a94,97d8b48aaf83f22eaea10489a20f4f85c880e0dbb22e5afe0522edd131d9c289,5ad48a49c6028f25c9074e7c0f41b98ed652c59f9d200c4cfcf73adb922b2bcd382898ac41bb974d8b95caaa8eb042fe,ca1e6e0de717718c5b77142502d9250acc52c5faf0eb3673109eb284426e18ab6d8ccece477ffd1e3bd6a113415f0ff106df38485301c03a5390c78beec06925
"in",670c199277f70293c736d361104dc4ef,13b5bfe96f3e2fe411c9f66f4a582adf,af10ef20dd9060bbeead0afbc55381a66af442ef,582967534d0f909d196b97f9e6921342777aea87b46fa52df165389db1fb8ccf,8326687b69f9eeab830e55a3005a398896d7a4b6805dd178f0eee86714bf7cc470195cf0f0a8056f47c8f4fe65e5c06b,e884a3a10f4c921d370c4b70f5af451e6e12ffad35c96f6e61221f9cf2efbabdd06db3edeb93bdd1182549d9d94bd86dbaa4205ba9b26721524e9c420e58c834
"the",974bdd1b0fec48ea752a2aa5336aa91e,8fc42c6ddf9966db3b09e84365034357,bbccdf2efb33b52e6c9d0a14dd70b2d415fbea6e,b9776d7ddf459c9ad5b0e1d6ac61e27befb5e99fd62446677600d7cacef544d0,96abaa85d6ea8579506dd39b70cf2699c9149f7ba72d2eb44098c3b42ea9a25c9506e478e9112a1eeac352a00b8f5127,1feaecfa5329e5dd1cc07f12dad3406feb257db111a06783e6857b4498b0bc9a28d51cfb32354a1ed636cd99e4d2bbfc4466b17c10147632366234e6a2e8b2f6
"sky.",6ba03035f63299538547bba6f671564e,1330a1bee525f86edc6a94ed562bc873,f2be963105c62b97f4293427c77cf4e5a3acf98e,9b5c6c1b13a13af7338e9e17c6ec2c9ab553bcf807387c4a9327ddb87b6672e2,ffedea92c5639b6b169c2efdf497d476e16f3fead8626a29896491d0d61528dc641023c0ffcc79163da3b976f20f9990,a26a676ae32e5d0ac3c2c8093c2405b27369e8032b6ff1135a3ef15ee0bae88071f0f93c47f5a2e82d09eef15953297c118c74d647f63b18da83274790b70583
"When",7fa4e4bda975c63b46c515bf1906d980,4e97aeeaa8b15ca1180fcd1f3ac478d1,769bb19e615b7f8e2809e5882e2d05a18f57a531,cf9c7aa24a26aac4f0ec4b6395cbfdcc055677c3dac87bd6af898bccd66d4e17,4cceedcf60ce81a63eb09ffbb55c21e4c2e78016d490052872e8b380b386feb704d5b3c1f998937a85f154bc8449e4f9,31c9cbb3198132118bfbf4dc5e1c0451a649f2aaaa10ecbde5a9e1009201575d8c435f79e3a7034b773166ab732ac4234e5159b38ed0490972ea0f07f3dccbc8
"o'er",44f1b0cca7a953c59e9289641aa562a4,6061062be9681e4a3f310c6e8b563662,ff711dbd2a661ab4e6265c58a1bd02f985fdf79d,6b2e4391df14cbebc26c7d2888b35a0da6b10a5a6d8ffe02177bd920756e9c05,50433e902420239461bb4745aebef92b6a58a2a53c9db3bb7bce0f561cb4920aa21ca17b37189c9cf61468103f14665a,dec53f30f847a5ce3a07a42f8c86c9b5947c92fae4236df604b9aefdb63e543ae7dcc2fe03e4f04bd5e1de1515ecffef3a83e130758a617a4885b7fbf9bae669
"the",974bdd1b0fec48ea752a2aa5336aa91e,8fc42c6ddf9966db3b09e84365034357,bbccdf2efb33b52e6c9d0a14dd70b2d415fbea6e,b9776d7ddf459c9ad5b0e1d6ac61e27befb5e99fd62446677600d7cacef544d0,96abaa85d6ea8579506dd39b70cf2699c9149f7ba72d2eb44098c3b42ea9a25c9506e478e9112a1eeac352a00b8f5127,1feaecfa5329e5dd1cc07f12dad3406feb257db111a06783e6857b4498b0bc9a28d51cfb32354a1ed636cd99e4d2bbfc4466b17c10147632366234e6a2e8b2f6
"green,",b9178da3d21152a443c6ece18c397be4,ab3e95f35145bf44932318621314809a,c918f7178406119183820f16385cfc1856c155ed,482c4866fee2d3eed0fa18981acddf4b7f94bbe2f25108f03c52d810a80a8397,47ebfcda2c91a94baecda0bbbe4be033cb596836b1bf9577fd5adae4b5cceb9256f1a10c3640764224b1945685935820,8cb4c73af1acb0cfbc0c7367c267bfafd7ba2ac6b035fec610ee789ae3ae87e232cd36121d30fa8f98628c841ef49536803b631d7cba06af366b1c4a481989a0
"undeluged",72680d4cc57047e584bdbcdf2b23c795,0aeaf49cf71e76046e306775586b57c8,98246fd4b07f7f81aac77ef09e5ec17bf4aa5adc,25c0d7f8555376f82af5a457a58831599925bb1fb4208f508d820c6d604e584d,ee62c6f289bad7d592c2cdc301e9292c89be03190ef445406d45d5bed8be3696c230ff42f461b478d42f9e8abcdc5b9d,4fbd7f477cb18a85d6731fdb8efa458fbe2d25480b0b642bb7fdce2db4b6427625fc7b1ab80b0f4f314667a6e11082f0b79aaee227549b2675baf688ad6a1597
"earth",2a8a6c645ddf5d628330b3591950ab97,852488ddd9570bc877783bf4397563e0,44d476274f1e50bef909be22f69b1c205fb4e273,7b74b418a352d67108173c20c1b16b4b726bad8606be65711ff924dbf9a40670,317a4021b9aba6881d2bd14d5c87af6818f67acbb49568a7b8ae4a744193d7bbb53e37f01cb61ddddee2238a62292d46,8c6e9d7dd9b24adf8b0a512b1616f865aaf604678ed44bedb4b6f7fcfff9116390491da0842e091bdfe5b89bf0682b1094e506d7f3c96fffea941dbe39fce6fc
"Heaven's",520d44b672c55313e4d3b602ca0fe558,0b5e2a3df7ee5f21e8952d8373f7f883,7fd2513e1a091d2a83c5ed3c852a233400aaa16b,94ef1cb1df13e0b8f5a7e5cbbb5d422f1b6ebb3d55310453e4e121990b3ca830,5651d878e87d63609e1d6444caf9e8ddab17ca62bfeafa2e9bf285db2d196c97683d2c257c2bee9f71f9a011a2a3e5fe,7de04b68e6fdf84260970e39f128fee740dd64f3527e1817f389122e07fa2ed9655ba06725dd64792002ee619dab5989a4b70ab7b13cdb51b238d5fcb8d1e66f
"covenant",7144a34424ccd7c417cc38ca057f08b5,a31e77c747d8a4d91a1c7067e295d028,353f9df0ed0fa12ae247d30ed948e954f4decc19,0667bd893799ba7a888de6d210b773825f25e1576e9ad503c0061015868192e1,db5b5f640d2d3d253660de6cd94b4b5edfd3e246f6943e1a771844d34fad0c036b8a4235d51c4aee5f25bc0c6587eaa1,ab3eb1431b41cfa15d15d234aa35443d12d74781364c226a00acae0fd46e1d6cfc06662a2d13cc0b7fd6d5b34485c0ba05a6787db5290ab4a4ef289345a6e4a6
"thou",35fa146f015b472d7f9268573d4f9b85,d39f3967327daee70fac2431efa0d93d,0992bbc92d937658101e3d0735a879854b9005da,f69c374d0b523b5758151da75806c845386570f8c5f088b3388f2b114b3f1063,b5c24b91f0bb41aff92f6cf02b948096e9b173feabc5a88de8042eaa0c1876ee6a1b6b880168b82386b38b75a0851563,6a3d5793da023220cb1fa1ffd2f6d89af5dcb114d6a7a866a3eca21899503f5fcbe7df5c7d31ad43e595ee2b0c2befc3402f2c793e7c130ad002d554de9b6dde
"didst",8eaddb24c86d8ba1efee3809b9c76c8b,5fc1d1e493377d45e7b6681fa7f3e79c,ccc55fd1450a12b317a8165e243c4347b4b80ba7,55929221dcc74aa0c48c809e42974f99254e177f64f5bfa8f917312cb22439fa,1aa8ce64891b3b9ffd25a81d604a0048e7a6475afad967366f4a0d50a157ab7de4785ff371d7d569fe162f7347e808d5,2e529cbe9d7b9a33258038a489e0c81540e320547f7818b209ef4e5b10d4df185082c50c3ad18c829cea29ff2d1985eeff09795165746cc8ee9a52b687eeba2e
"shine,",ff886cdffe6a5875fae916d4f12b39dc,e5505ffb28ac4ecafa626f96b98fa7ef,a88191dbfb835e392534fa83c2aa0bcc7c14d5ac,9c1cbc71db5505f846dfd4965aa0b2aa80be366892da48da205ee35bb0165262,9eb9101a3759a619844d408e70d05695914e24c2675a50a3ff91d79559f49f1fe77aff3ee1b4fcacde78d48dd239eb03,66c9a8509e718e34b2bd4f8c9e0ace4c73de49ee93ddc55d69d1461705a811c533fb804ff3d39bb62d018f38b5303b9068b97503a0eef7a79ead7c0874a3000a
"How",86d5e860fba3a76ca2af326141d894f3,1325707fcc94e967cae1576d0c61d409,0c81abc87bdc5538df96766fcae6d44438449d0a,7470bd3bc2abfe497af32ee4ccf845cb2aba14878d55c970d38d99629ab5d6a3,d0e2e39bf737ad58802b9064421f9619b77b18ff77acd73e18c347777d9d7bdbad1acb2b49902d5c68aa4d142b6cb935,866673f476bb0ef0926b602c7bf007c55c3d08a3f7555b57503021862026329c554666504f82e24be98e393b1cf38d49427adc453e249232f7f6433cf2042370
"came",097ae098d941ea1b735b44a3a8d3a8a7,f5bc00ad00a9d7950a839dc920ea1c7c,6348bfd0c48ef56132e5460dac4934330fb9da83,76806e2c372db5358a574ba14d2264b6238c24ce6ad5d364c4c12cb1b87dde98,638761327b12dfe3884c448fa36ee609575d7ad8dd6126ac07c085da45ca4f5aadd52c86ede858c74054a55e146039ff,cb8ccff27ce1a32e03df2e253dcdd8567a09f3dbf0cf6dbdfc391701adbcf3303c28366db55aa2240e698a05268ef950e0977aa31cbcd647a6263ef4977d867d
"the",974bdd1b0fec48ea752a2aa5336aa91e,8fc42c6ddf9966db3b09e84365034357,bbccdf2efb33b52e6c9d0a14dd70b2d415fbea6e,b9776d7ddf459c9ad5b0e1d6ac61e27befb5e99fd62446677600d7cacef544d0,96abaa85d6ea8579506dd39b70cf2699c9149f7ba72d2eb44098c3b42ea9a25c9506e478e9112a1eeac352a00b8f5127,1feaecfa5329e5dd1cc07f12dad3406feb257db111a06783e6857b4498b0bc9a28d51cfb32354a1ed636cd99e4d2bbfc4466b17c10147632366234e6a2e8b2f6
"world's",68d376f46672c3b4a6f63934d514fcbf,ff5cabab0a5c826fdef2e562e6eb600a,c84e3568fec497b57220e3449a2f3bd939b925ca,1de8f629ec4f19ddd0cd31d1111cee07bae39a896a1ee393287cb6d9c23aa7a1,a09eb83b701ea90e410866a28170e1c0dca39c534dbfa81a07e1caa2d9c1f5992608e58e6a241f8642e08e17834081c5,e5ee9876df95130d8021e199505dc57f36ce8824ee16f6fd997988c8775ea0ad25f55fa785d974fd6edfb6bc40af62caeea3d80d0217c2647f1cea51abc4e254
"gray",98c8ac052a791e4d39b3a7f4844acb44,cda7a650c5856cf2f6738072447d7825,61e2f51ca8bab57ee8ea8bf4e59be45caf1b4dd9,0e92d69f9b951b18299f34b2e53dbba7e9ad0b070883c040c0fcc1f74e1985ef,b994a267137f0f6825e61d046cb9af2ee1d78bc2be8dd3ae8c2d64187d91c52a8f6fabac02fe1db22c9009d1753ea9cf,947d6a707eca89f79dcccebe0032207930c4baf344c6602e38806588af1bd293fbad1fd800e7b3fe66ff56ee53407972c91a0b21a2dc7c0f79d3b82f1f3b4f28
"fathers",e2d19a1de6df5256aff72044fb76a97e,a635f1862b6d43ee6909cd5cd5bf618a,399c699d605d74dccc300bd8ab3b0c0f03b1a2c9,f9e9c349dfe251cea04c5e6a0df1ec0f5e48f32c5d3a049658518171af1446ec,aefb3118bc543acf6c48ba0158c1021830fca88874ac2dec318d0d274f3da27330d2000b0a94d65f13778231d98fcbbd,f45de9cca682658c96645e45689d3c88fd460a7ed0ec029591034f5acdce92144fc7d3daf5d129ef12369764e19c5fb5ef69d594b40573a1c6e08e7c67ff4bed
"forth",e7eea9ed4c1fb4ee2a5d0597d3f784f7,c7b7375dddae24952e597fca50f5f7f2,2f7106a0cdfaa604eceb40d7c74fee2cbbf1387c,58190a849fa33f10a8d3bcbdc36a817649841f6fe773de084277698c406f4446,604d1f094c28f5da32dbbdfed4b60d6a29f449411fd45cb3932f87285f146550bb5916dddcbaebf435169d7ce1de4cd0,7b119cecffd150906e3cdcf297b28aa0af4405a6dfe0f45d9bf7f3ea4a2ff9aefaf4591713d5af1ce962063f2956ac7cb36159cb28980e916a75e701927cb9ed
"To",0f94736d7d7623f8cc22c2ed05dde1ae,e12167aa0a7698e6ebc92b4ce3909b53,ae79ea1e9c6391a9ed83a2e18a031b835feec0c9,f4b06ef6d3c81436f60a318c81c42f8f7e2d774d45a22f3b9b5f3b6980d28146,517e4e28dac7ee8f0aab2d8e3a25b54dcb4751c2826f2e364702652abedb7aadbddc44eb5574d04df957ef4e6d04fc3c,f63de15cee0e8db572c796db3bb389ff90614907ac4a67e33dc64d2a3df350f501c7b7d641afce60b2560e568156d0abf1a26c457b8f7a7b6b570e31609a7e4c
"watch",eb4a84877a9037d976042c94ab937b77,d2974c96dc96b3f30a6168bcc4b25b02,292b0901993f7e9d9a0d9b80542f9e59505ba5be,baed831623943be39ebf0ef44ae1e9c8fc3eeab51b5f89c113ca410d76a34c1d,c186ffdefba9d8b3db2037d9c643dd31cb3c22a33f09291f5de74d5d039ddc376630944dd36d54e442fcf0b36281e9bf,127bf01f4082755d554c075de6e99099f835f48e4997f66d6ad4d810fb9c2677fb38e4e6f871f71b314c6afb3af63cf84fb72c47bfbaa83ec22b4f9bfc337bad
"thy",9fb7685da8b9bfb13ad8371d6f6b8b72,5dd28be5b8243bff4aef0bf0755ded7c,7542c661b2a1c05fa94538f2536041cf75e0a37c,8bee59f511546136b01dd89870a8bcede6f9931fa71c3cdfcb1f43f5792998a6,ab5840055b9758eb5d58c4146cf81ce0ff59fa40cd731100ecd2d4b8da8bbee587dc815e7807370bc57a861c6a8a293b,7fca345ce1c6bf98183bac248cab1619e41e0b2a052dad8514511f794a5063b9082448f7dd8afbdaa07073f43a36c2189b2a63e2cef2af252c37be801193c078
"sacred",b678b593b6ef0024a3843e4817db7b53,be2193ff76bb94ad1ec1fef592bfe5dd,9d3127fb76904ffedc9b7e99b9a165b53a8df8f4,1894c24cf135e26d37ab85c4cd8747794975816c4021d7fd733a5811f04de0f5,7ebafa2974aa4507856d0d03229b478c53d621390c6a82e2bea90fc6ce8f4d7c2e8066731f2f59d85eb8b532bc3be6a3,41111f89aa43bc220d4e0ec05a17666d79375a7b79cb5f857be52e27040c835e86071b8150b463b0aa4c0dc763a8fc2dd0b89026eb610543dbc1661f9fee7c26
"sign!",fab80a2b76c03d7d669d9a33748df5f3,e6b91776ae11514bdbe183946f84f84d,5c897dd4105d66c3d46ddd1a3ec151b1a77b8839,bc16d7b518f47c8a7ce48d815303ae7db73ac7aaac61158be3a40c4c2190d3f6,8bb8973eaf2296161c805be12094ca48203fd42f496c2742189ddeb700df03886818053a10b980fab090030869596328,1a8bb1fbb3cd67db422b97cd2a40f06e897184a7cb9bd18b3b9607c4634a4be4a5c78289b08b610d2dab47be04aa87489dd5d15758fc388e754c321a864607d8
"And",3984a35b2bf1f6540cacf8a31b3f8b61,c33315685a0cba3ce53be378b3c7874b,a01e33f4dcdb6ba1ae9f34a97cf8f6deeedf1a8d,0f67514b901da8b9c613167848294cb0010b3c0e696732aa1a0c9737e5be69b1,de6031d20d108a59f3f2e48e417391d6aee1a7022055dcc1297ed6576b84febe85766976c84bec41741bc7eaa620c572,05d5a3f4e947f87adaf5bbee5be376b4850de25579423d1cd8188c064307bb0eb480ed8184003a5f04ade57e0be2824d05e640cad6e7285915bee50711e8eced
"when",2342ca2c2e6eb116fac38a2b8cfd1124,df491a4de50739fa9cffdbd4e3f4b4bb,30603fa9e0f620c305cd627ab0ff138a960c48bd,15eaa75240aed625be3e142205df3adbbb7051802b32f450e40276be8582b6d8,4631336be0468eb7c5267d894dbc92d2b5db5be197394324668b3b31311e448c966d10ee90313f8b106dee69858a65ce,a9256b25d8334c237e26181fd7fe2afa725fec0829ecb24d3efe6f926237a36d5f9db1f0eafeddf84c9c6e56929a3881bdb51e3bb2d9d76ad48b8af32768a08b
"its",8e2d4f4ab408639f9d83cf74109c8f7f,584826e70485130530f7f01a973d5637,f803b26388365e33184d5cc145d868e1b8df74d5,ea103d6cb5c3fb3d696cdc37a84bf62cd929fc5bf47e9c7250bab7d5f8d45e97,7ddaf2df1e42bc09016ac575deb03cdd58673f96a182faf8830ea5579f9a1c40a27ff871d4955338e4b062fdd684d732,28378955f6659ae025ce0938d1b5b0a89101b447006a81fa2688949d1ac743e12e72f0ffac2cdd8e4569647d4bd17ef1b08a71b2d637f317a264ff09d2bc0850
"yellow",6ad479cbade7e84d306207444a7b52d1,d487dd0b55dfcacdd920ccbdaeafa351,96de5543d183d7de52ac5fa21c46fc811f673f89,c685a2c9bab235ccdd2ab0ea92281a521c8aaf37895493d080070ea00fc7f5d7,f3dbba9705026f7375052353232a44c8068cb792d78ca1af699fb2cf5ce306d615afd84727ea24c92831be5adab63d9f,b6231271ebea1fb60448fc7bb6c53619ddce1a0e37bf4559198860caa1d9b00871738975d42dbfa2c5d3b65f5a58e5355813bfd455b7a2e400358b48f5a2d998
"luster",c1df264a6e3999d55239404ce5725245,935700716275f96a737bc0654c2f2852,8f4056ce4acc304ba8e9a3f92e3defebf9467e39,bf67c03c66eef4586b5b840ba521b68854f6c73aa9e4191407f8964882c19376,18850106e64725d62def54411f213d2856b3284d27714941963ceaa5cce2f13b67d810f3d1eee2b7b6a2085fd6c5a683,17f82e2cc09ebb9b9bfb0cbcb8b214065260baedaffaa8067c0951c748d436359e1bc1b3c685cbfd264ef2cda12937d786661cb6d71b3dc329bedc8adc93ff17
"smiled",3bd2b6cf15ff2edb999022203e576ba8,051745cd5caebd5d0d91e9a04b3a3030,88451c3ea85f49a15aca0069c7bb6b5a8afff6b7,04b1639a196cd4b744b0d5e3aa3414d6c95b1e70dc6fb4840f8595d8e3dd6f23,d21eede200e9a946d8f5a8db8df2de5b1bce9328deed2f3b70b831dd940e597708f735c9e2f590cff4449f04330a8b15,7a8cf0e211f7e076b6285a6280b9504dd1bfd07c42b1605c6a82e8d8ab715f31d5db54e3d2c9feba7272e3ffc7a568720cd82adedea04afe4abd33c456ec9fd0
"O'er",372a03d568f4755fb3a8a7e7551079d0,f7b8d0e078325da9ae276a45c1f0bf85,b8116b6b36a874b72f24a1079b96edc720be56fc,59ebd7b40aef766e8880f494deb2384b692fe0e5ed0f12445c6b63ea58555e3c,84210b6d7bb5f882d3a60900aa361f18743bd1bc95a8e527180a8a1ee44a1d617fa8eb8eded650a76243f48ea1a85ce1,8549d530e8b9be10e2f0678d352fafecf882ac07d5b17777ebe91f7b7578b9c4f234a45d7eae126269e972e764b74279e88b837b8873d2a6930f2cee10f82ca3
"mountains",97636e33db2fcdb00861f1bd084b46c6,7c44362cb8403f527435469ae4d915b7,1f7dbf5d83aeee477d1fb9699c1348223def1c43,5e23d5356b6462d0b2362c287dfdfc96244680f91b9a4c463fe1f72fc17ff0ec,79d7f2f6406a9e04b6a7de5089f5fafa86c67a5fcbc3f0bbc7765cd22321c8b116e1a455142050c7eee9359ec18cb7d8,4f5d87e3fb53a91cfe6112aaa257890d520b5263480993075436c2e3754536aff499f526279e44406165f87aa16e68662b7073d6f0c018ed38d157fe3e354a4b
"yet",5a25872b889281cc7b7d9152c9bcffd7,b8284650440a8e32b5189e1bcb3e94d8,1002ea7f7e557f91e6af5f6bc0f28bc818c9a779,cfd96dd92f7e0025b1461aafc2bf0aeaea4f79b27b193f49c6132c4c63a300cb,04b807e429b7021c1d4f9ad8d8c45fe22f60c2066fa8ce5f7c4bb2c2d0dcfa509d62d5d1e36b303b37b3bf9aee17f335,09a64688e74ee6bd1420262cf22f320747681804443d182ed897d35e1781b9ba23b7edf9bcca348399510a24ebf23516ccf15941c362d2e0e86ff398fc3105bb
"untrod,",2aac2453f109ff614b31540826d2d1f7,3508cf2336b0d892b1174dc18e469e44,ceab4f92fd9e3e0dedd27de408b5dfec7e087f28,e626a316c3f70917add199bc475452646d2d9c8331b4ae0feb03cfae7462be27,5e07f2b58f7af764cdbd72a4dc7a268ed65dbd0aa79a5607fc28ba7096b6d9a4011c716505cdf5ae78f511528328d1be,0bccfab6115340df2df65353d4d39c23fad8ac43430a0c35a523b467b8b325c8c6748a76e93b4bae8c993e6f6c09146f40ef21ad6c46f0e44916d9ea00172258
"Each",e404fdd55951f9373beb567d89831044,265b922dc4330e38988041e6254cbb18,3633746b067241666bc462dcfe7a24ff23a8db68,a9531f64027967a038d348e7a9cd626d4938661f425667f88c1b7cc9d1b69b15,1f944fb598d2cdfbffec4fc1361b0556135cc4c7255793e4fa3125e3cdf7884a09f3a2a495fc46cfed11c5c2d90c839e,ebda5a8563f9b515122197bcc35622eec5d344bc7801211ea12957740cedb744b052b0fa926731245c9df02d8e3792119d7cdf469bb52b06fd778b37d039f4ae
"mother",fb115656b30110ba632e9a610d70f986,6ee6a213cb02554a63b1867143572e70,5116e40694ac48f654cb7b6816177e0e717237c6,cf0622ef2a661cd2f11b0b644e40e4e00eb962918424a8c8ba53842fdf290235,9d445de8a4b7d21157f0accaa590fe37d63dca03ae13db3eaccddd946ec851c4fe39406c0682cb17a62b76f3da0e22b7,ff6d341cc9f0ebb4ad5777de6abfaecab2ef5d449d09d65a934757de4f7683c9e1eb5a0478fe81b41137b73b6cf21908ce6059b9dd8b4bd70bbe20fbeae59f95
"held",3ef9e49c4ddb6718ff729327d41f5ef8,0eb29f5d6149e84750bcd6f6e741a7a1,2c034395963ed14c03b16e3b6e089a1aafb603f9,c20dea4d876b5b8fb0a1814b43017030cea6d4ac30b2d9ae71b404d2faba49b5,79f19068680dec49091c7941b6e1899fe7843081a02375fbf7708bd07aa9002efb7632ada67230fe4b8962195931ff7c,e1ec6f1dd8e6e73f622bdc7c43a010fbfd46e0f7db899f2dc874c8909dbacab9466f157fad518418a9750e0cb6f7d44d7265a055c4c0dd8fcd6263dd67de9243
"aloft",cf49f54fb14af3e65c5e44b334130b23,28fcb9922c32b5116a40b13875585a36,fd2c9f033707dc85e936aad409fd3594ed768edd,2895a2f48d5da6740282b89ec2478898a7e436f2b69af5e18f84c2b23181819a,5b48595085a01e8c2e45020d268eb6eeb03e386dd955bb0b8bbbf1b23cf0447d5b11fc05cc4ac7db17b14ff4a15bf00d,93282763e1bf55ee6e83f6112e11c2cb399948bff9cea144000a3f160e135dcc6ab42f2e55b3bdf100197b5a4e45ee746d1491d7d0054d8b1473b7e443e2f0db
"her",17343a2f001e1663bc4dcba440274870,a43b4caa46fb39a1d48b89e25f0e79df,999400659233415aa4ccade0fe02602633266041,354cbfc814262a7a81d343f7d6ebc4adfb4266e5081a78f6a19ff16802dce8b2,a975d361bce6a6d26d7cf4ae83f60ee2eb4ad09499e986b3369975a91ecc5a632e63de5e8e179a6af5cf0269d5452f19,4a3f7ff7161a1c379668d614857dc6889adb506f3b527ec0c2b9a8fc893d48ce56b030d57d337788e8124785c212cfb37329cb7360842f644bf463b588fa8d6a
"child",81324e5db44de1ac55507ebc459ce339,1b7d5726533ab525a8760351e9b5e415,0e93069c40111cd62dac2cd02cd71daffdb01cc0,ddc9e669194254cef019a29d3619a2c16592e5d52e1a81e98b01bd52319149a3,7da5dd3e3d92641903b1bfe79475b250fb703439c3b45e09e44aa0b1c9d7f5097c91bd20bfe048ca49961adaec26644b,932ff86b47c3c7183b357e8fe3fb233ec96e2589fdde143e1148d093fdca96e4037191371d61a21661aeca57f678aa67684e5da41b5f02ada2c7f01da11b8944
